Sex,Age,Height(cm),Weight(kg),Resting_BPM,Workout_Frequency(days/week),Experience_Level,Session_Duration(min),Workout_Type,Fat_Percentage,Water_Intake(liters),BMI,Diet_Plan,Workout_Plan
Male,20,168.3,53.9,67,5,Advanced,65,Strength,11.2,3.69,19.02,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,30,174.4,55.2,64,3,Beginner,40,Cardio,23.3,2.53,18.16,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,20,175.6,73.4,71,4,Intermediate,50,HIIT,27.7,3.67,23.78,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Male,19,174.4,55.9,65,5,Advanced,65,Strength,10.2,3.76,18.38,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Male,31,179.3,60.2,68,4,Intermediate,55,Cardio,13.4,3.41,18.74,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,33,171.6,57.5,70,4,Intermediate,55,HIIT,14.8,3.31,19.53,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,25,174.5,59.3,65,4,Intermediate,50,Cardio,23.7,3.18,19.46,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,23,170.2,54.9,67,5,Advanced,65,Strength,11.8,3.72,18.94,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,21,171.1,57.8,65,4,Intermediate,50,Cardio,23.1,3.12,19.73,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,18,173.1,67.1,71,5,Advanced,65,HIIT,14.8,3.8,22.37,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,22,177.3,64.1,66,4,Intermediate,50,Cardio,24.1,3.34,20.39,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,32,169.5,52.5,65,3,Beginner,40,Cardio,23.9,2.44,18.27,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,30,167.6,51.8,65,3,Beginner,40,Cardio,23.6,2.41,18.45,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,33,168.3,56.7,68,3,Beginner,40,Cardio,26.2,2.59,20.03,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,23,178.1,56.2,65,5,Advanced,65,Strength,10.4,3.77,17.73,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,29,168.5,54.6,66,3,Beginner,40,Cardio,24.3,2.81,19.22,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,34,175,56.6,69,4,Intermediate,55,Cardio,13.8,3.28,18.49,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,22,175.8,58.5,64,4,Intermediate,50,Cardio,22.4,3.15,18.92,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,27,180.8,65.1,66,3,Beginner,40,Cardio,24.7,3.18,19.94,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,31,162.9,61.1,72,3,Beginner,40,HIIT,29.4,2.74,23.04,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,29,180.8,69.2,69,3,Beginner,40,Cardio,26.7,3.32,21.19,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,19,170,54.4,63,4,Intermediate,50,Cardio,21.6,3.01,18.84,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,35,169.3,53.9,69,4,Intermediate,55,Cardio,14.4,3.19,18.81,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,32,169,56.2,70,4,Intermediate,55,HIIT,14.8,3.27,19.67,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,22,179,65.8,66,4,Intermediate,50,Cardio,24.3,3.4,20.55,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,30,167.5,55.6,70,4,Intermediate,55,HIIT,14.5,3.25,19.81,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,21,169.4,60.4,67,4,Intermediate,50,Cardio,24.7,3.22,21.06,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,25,164.1,51.4,68,5,Advanced,65,Strength,12.4,3.6,19.08,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Male,31,170.8,56.4,69,4,Intermediate,55,Cardio,14.1,3.27,19.34,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,26,172.1,63.5,71,4,Intermediate,55,HIIT,15.5,3.8,21.45,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,23,166.7,50.8,63,4,Intermediate,50,Cardio,21.8,2.88,18.27,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,33,177.2,61.6,67,3,Beginner,40,Cardio,25.7,2.75,19.62,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,18,177.2,56.9,65,5,Advanced,65,Strength,9.7,3.79,18.14,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,18,168,55.1,64,4,Intermediate,50,Cardio,22.2,3.03,19.52,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,35,176.7,60.8,67,3,Beginner,40,Cardio,26,2.73,19.49,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,25,176.5,58.8,64,4,Intermediate,50,Cardio,23,3.16,18.88,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,29,175.9,61.6,67,3,Beginner,40,Cardio,25.2,3.06,19.92,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,29,167.3,52.6,65,3,Beginner,40,Cardio,23.8,2.74,18.8,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,35,167.3,53.2,67,3,Beginner,40,Cardio,25.5,2.46,19.02,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,22,176.6,63,66,4,Intermediate,50,Cardio,23.9,3.31,20.2,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,23,172,54,66,5,Advanced,65,Strength,11,3.69,18.28,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,18,168.4,60,66,4,Intermediate,50,Cardio,24.1,3.2,21.13,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,27,166.8,50.7,64,3,Beginner,40,Cardio,22.7,2.67,18.2,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,35,169.8,64.6,75,4,Intermediate,55,HIIT,18.7,3.56,22.41,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,34,175.4,54.5,64,3,Beginner,40,Cardio,23.7,2.51,17.7,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,25,169.3,50.1,65,5,Advanced,65,Strength,10.5,3.55,17.49,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,25,169.1,57.7,66,4,Intermediate,50,Cardio,24.6,3.12,20.19,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,20,172,59.9,65,4,Intermediate,50,Cardio,23.5,3.2,20.25,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,21,173.2,52.8,65,5,Advanced,65,Strength,9.7,3.65,17.59,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Male,25,169.8,53.1,67,5,Advanced,65,Strength,11.7,3.66,18.42,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,32,175.2,56.4,65,3,Beginner,40,Cardio,24,2.57,18.35,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,26,175.2,59.1,68,4,Intermediate,55,Cardio,12.9,3.67,19.27,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,26,180.2,62.3,65,3,Beginner,40,Cardio,23.6,3.08,19.2,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,31,176.6,60.5,69,4,Intermediate,55,Cardio,14.2,3.42,19.38,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
